City,Resource,Year,Month,Usage
Iskandar Puteri,Electricity,2025,2,27628.63
Iskandar Puteri,Electricity,2025,3,33260.51
Iskandar Puteri,Fuel,2020,1,21287.88
Iskandar Puteri,Fuel,2020,2,19869.78
Iskandar Puteri,Fuel,2020,3,23953.98
Iskandar Puteri,Fuel,2020,4,22799.31
Iskandar Puteri,Fuel,2020,5,20435.02
Iskandar Puteri,Fuel,2020,6,23027.42
Iskandar Puteri,Fuel,2020,7,20472.46
Iskandar Puteri,Fuel,2020,8,21785.17
Iskandar Puteri,Fuel,2020,9,22863.97
Iskandar Puteri,Fuel,2020,10,21113.83
Iskandar Puteri,Fuel,2020,11,20937.44
Iskandar Puteri,Fuel,2020,12,24230.77
Iskandar Puteri,Fuel,2021,1,23381.32
Iskandar Puteri,Fuel,2021,2,21955.33
Iskandar Puteri,Fuel,2021,3,22798.74
Iskandar Puteri,Fuel,2021,4,20102.25
Iskandar Puteri,Fuel,2021,5,21992.12
Iskandar Puteri,Fuel,2021,6,23262.5
Iskandar Puteri,Fuel,2021,7,22211.99
Iskandar Puteri,Fuel,2021,8,21339.85
Iskandar Puteri,Fuel,2021,9,22363.61
Iskandar Puteri,Fuel,2021,10,21958.08
Iskandar Puteri,Fuel,2021,11,21362.55
Iskandar Puteri,Fuel,2021,12,23238.92
Iskandar Puteri,Fuel,2022,1,21540.57
Iskandar Puteri,Fuel,2022,2,23775.98
Iskandar Puteri,Fuel,2022,3,25555.35
Iskandar Puteri,Fuel,2022,4,22395.79
Iskandar Puteri,Fuel,2022,5,21843.24
Iskandar Puteri,Fuel,2022,6,23034.46
Iskandar Puteri,Fuel,2022,7,21037.79
Iskandar Puteri,Fuel,2022,8,22581.95
Iskandar Puteri,Fuel,2022,9,22376.37
Iskandar Puteri,Fuel,2022,10,21743.13
Iskandar Puteri,Fuel,2022,11,23504.21
Iskandar Puteri,Fuel,2022,12,23949.82
Iskandar Puteri,Fuel,2023,1,22548.73
Iskandar Puteri,Fuel,2023,2,21634.53
Iskandar Puteri,Fuel,2023,3,23178.36
Iskandar Puteri,Fuel,2023,4,20837.26
Iskandar Puteri,Fuel,2023,5,20631.96
Iskandar Puteri,Fuel,2023,6,26597.27
Iskandar Puteri,Fuel,2023,7,19161.24
Iskandar Puteri,Fuel,2023,8,20243.06
Iskandar Puteri,Fuel,2023,9,22269.83
Iskandar Puteri,Fuel,2023,10,23876.77
Iskandar Puteri,Fuel,2023,11,21638.41
Iskandar Puteri,Fuel,2023,12,23478.45
Iskandar Puteri,Fuel,2024,1,22136.88
Iskandar Puteri,Fuel,2024,2,21778.05
Iskandar Puteri,Fuel,2024,3,26605.08
Iskandar Puteri,Fuel,2024,4,21954.86
Iskandar Puteri,Fuel,2024,5,20038.34
Iskandar Puteri,Fuel,2024,6,23087.04
Iskandar Puteri,Fuel,2024,7,22657.59
Iskandar Puteri,Fuel,2024,8,20754.29
Iskandar Puteri,Fuel,2024,9,24715.0
Iskandar Puteri,Fuel,2024,10,19635.72
Iskandar Puteri,Fuel,2024,11,20738.07
Iskandar Puteri,Fuel,2024,12,24222.32
Iskandar Puteri,Fuel,2025,1,21621.13
Iskandar Puteri,Fuel,2025,2,22908.93
Iskandar Puteri,Fuel,2025,3,21821.18
Pasir Gudang,Water,2020,1,10404.98
Pasir Gudang,Water,2020,2,9629.33
Pasir Gudang,Water,2020,3,11028.22
Pasir Gudang,Water,2020,4,9300.87
Pasir Gudang,Water,2020,5,10368.76
Pasir Gudang,Water,2020,6,10335.9
Pasir Gudang,Water,2020,7,9664.64
Pasir Gudang,Water,2020,8,10070.53
Pasir Gudang,Water,2020,9,11340.35
Pasir Gudang,Water,2020,10,10284.36
Pasir Gudang,Water,2020,11,9592.84
Pasir Gudang,Water,2020,12,10025.19
Pasir Gudang,Water,2021,1,10052.99
Pasir Gudang,Water,2021,2,8570.32
Pasir Gudang,Water,2021,3,12134.24
Pasir Gudang,Water,2021,4,9602.48
Pasir Gudang,Water,2021,5,10693.83
Pasir Gudang,Water,2021,6,11049.6
Pasir Gudang,Water,2021,7,10379.07
Pasir Gudang,Water,2021,8,9939.46
Pasir Gudang,Water,2021,9,10958.56
Pasir Gudang,Water,2021,10,10818.43
Pasir Gudang,Water,2021,11,10260.38
Pasir Gudang,Water,2021,12,11459.18
Pasir Gudang,Water,2022,1,10327.81
Pasir Gudang,Water,2022,2,10144.9
Pasir Gudang,Water,2022,3,10597.41
Pasir Gudang,Water,2022,4,9688.26
Pasir Gudang,Water,2022,5,10243.48
Pasir Gudang,Water,2022,6,11560.33
Pasir Gudang,Water,2022,7,9094.23
Pasir Gudang,Water,2022,8,10166.64
Pasir Gudang,Water,2022,9,10848.88
Pasir Gudang,Water,2022,10,10173.85
Pasir Gudang,Water,2022,11,10503.44
Pasir Gudang,Water,2022,12,10836.49
Pasir Gudang,Water,2023,1,9525.25
Pasir Gudang,Water,2023,2,10102.09
Pasir Gudang,Water,2023,3,11991.41
Pasir Gudang,Water,2023,4,9804.45
Pasir Gudang,Water,2023,5,9596.91
Pasir Gudang,Water,2023,6,11570.21
Pasir Gudang,Water,2023,7,9520.94
Pasir Gudang,Water,2023,8,10023.2
Pasir Gudang,Water,2023,9,11633.1
Pasir Gudang,Water,2023,10,10489.29
Pasir Gudang,Water,2023,11,10182.19
Pasir Gudang,Water,2023,12,11419.81
Pasir Gudang,Water,2024,1,9835.62
Pasir Gudang,Water,2024,2,10063.39
Pasir Gudang,Water,2024,3,11016.26
Pasir Gudang,Water,2024,4,11574.32
Pasir Gudang,Water,2024,5,9882.95
Pasir Gudang,Water,2024,6,11142.51
Pasir Gudang,Water,2024,7,9981.22
Pasir Gudang,Water,2024,8,10269.68
Pasir Gudang,Water,2024,9,10870.16
Pasir Gudang,Water,2024,10,9613.84
Pasir Gudang,Water,2024,11,9709.21
Pasir Gudang,Water,2024,12,10131.81
Pasir Gudang,Water,2025,1,10327.48
Pasir Gudang,Water,2025,2,9794.3
Pasir Gudang,Water,2025,3,10357.89
Pasir Gudang,Electricity,2020,1,26670.38
Pasir Gudang,Electricity,2020,2,24359.82
Pasir Gudang,Electricity,2020,3,27788.08
Pasir Gudang,Electricity,2020,4,25147.12
Pasir Gudang,Electricity,2020,5,26249.8
Pasir Gudang,Electricity,2020,6,29958.72
Pasir Gudang,Electricity,2020,7,22121.3
Pasir Gudang,Electricity,2020,8,25317.8
Pasir Gudang,Electricity,2020,9,28942.39
Pasir Gudang,Electricity,2020,10,24781.17
Pasir Gudang,Electricity,2020,11,25416.24
Pasir Gudang,Electricity,2020,12,30054.43
Pasir Gudang,Electricity,2021,1,25613.39
Pasir Gudang,Electricity,2021,2,26765.33
Pasir Gudang,Electricity,2021,3,28561.54
Pasir Gudang,Electricity,2021,4,27514.82
Pasir Gudang,Electricity,2021,5,25789.93
Pasir Gudang,Electricity,2021,6,28143.31
Pasir Gudang,Electricity,2021,7,24569.87
Pasir Gudang,Electricity,2021,8,24719.19
Pasir Gudang,Electricity,2021,9,30731.58
Pasir Gudang,Electricity,2021,10,23731.77
Pasir Gudang,Electricity,2021,11,24500.38
Pasir Gudang,Electricity,2021,12,28961.84
Pasir Gudang,Electricity,2022,1,24628.39
Pasir Gudang,Electricity,2022,2,23927.17
Pasir Gudang,Electricity,2022,3,27457.34
Pasir Gudang,Electricity,2022,4,26114.71
Pasir Gudang,Electricity,2022,5,25330.01
Pasir Gudang,Electricity,2022,6,27022.2
Pasir Gudang,Electricity,2022,7,25110.87
Pasir Gudang,Electricity,2022,8,27165.72
Pasir Gudang,Electricity,2022,9,28909.58
Pasir Gudang,Electricity,2022,10,23663.57
Pasir Gudang,Electricity,2022,11,24743.05
Pasir Gudang,Electricity,2022,12,29127.64
Pasir Gudang,Electricity,2023,1,26133.22
Pasir Gudang,Electricity,2023,2,25368.61
Pasir Gudang,Electricity,2023,3,27791.22
Pasir Gudang,Electricity,2023,4,24160.63
Pasir Gudang,Electricity,2023,5,23447.92
Pasir Gudang,Electricity,2023,6,26792.69
Pasir Gudang,Electricity,2023,7,25713.93
Pasir Gudang,Electricity,2023,8,26006.18
Pasir Gudang,Electricity,2023,9,26211.72
Pasir Gudang,Electricity,2023,10,26565.17
Pasir Gudang,Electricity,2023,11,26751.44
Pasir Gudang,Electricity,2023,12,28663.01
Pasir Gudang,Electricity,2024,1,24168.11
Pasir Gudang,Electricity,2024,2,25031.82
Pasir Gudang,Electricity,2024,3,29906.6
Pasir Gudang,Electricity,2024,4,24455.33
Pasir Gudang,Electricity,2024,5,24604.95
Pasir Gudang,Electricity,2024,6,29664.79
Pasir Gudang,Electricity,2024,7,23665.61
Pasir Gudang,Electricity,2024,8,26388.38
Pasir Gudang,Electricity,2024,9,26763.68
Pasir Gudang,Electricity,2024,10,24005.5
Pasir Gudang,Electricity,2024,11,26599.54
Pasir Gudang,Electricity,2024,12,26931.13
Pasir Gudang,Electricity,2025,1,27488.86
Pasir Gudang,Electricity,2025,2,25277.38
Pasir Gudang,Electricity,2025,3,25431.62
Pasir Gudang,Fuel,2020,1,17483.88
Pasir Gudang,Fuel,2020,2,18317.36
Pasir Gudang,Fuel,2020,3,20447.04
Pasir Gudang,Fuel,2020,4,18828.87
Pasir Gudang,Fuel,2020,5,18881.44
Pasir Gudang,Fuel,2020,6,19024.2
Pasir Gudang,Fuel,2020,7,17237.93
Pasir Gudang,Fuel,2020,8,17580.01
Pasir Gudang,Fuel,2020,9,19632.82
Pasir Gudang,Fuel,2020,10,16952.22
Pasir Gudang,Fuel,2020,11,17413.59
Pasir Gudang,Fuel,2020,12,19363.16
Pasir Gudang,Fuel,2021,1,17530.35
Pasir Gudang,Fuel,2021,2,16960.54
Pasir Gudang,Fuel,2021,3,18562.42
Pasir Gudang,Fuel,2021,4,18064.94
Pasir Gudang,Fuel,2021,5,18318.03
Pasir Gudang,Fuel,2021,6,21028.34
Pasir Gudang,Fuel,2021,7,18734.04
Pasir Gudang,Fuel,2021,8,17630.49
Pasir Gudang,Fuel,2021,9,18872.09
Pasir Gudang,Fuel,2021,10,18683.89
Pasir Gudang,Fuel,2021,11,18782.31
Pasir Gudang,Fuel,2021,12,21074.69
Pasir Gudang,Fuel,2022,1,18787.05
Pasir Gudang,Fuel,2022,2,17764.37
Pasir Gudang,Fuel,2022,3,19680.61
Pasir Gudang,Fuel,2022,4,18103.19
Pasir Gudang,Fuel,2022,5,16787.32
Pasir Gudang,Fuel,2022,6,21219.68
Pasir Gudang,Fuel,2022,7,18582.28
Pasir Gudang,Fuel,2022,8,17602.69
Pasir Gudang,Fuel,2022,9,21070.61
Pasir Gudang,Fuel,2022,10,17554.24
Pasir Gudang,Fuel,2022,11,17256.72
Pasir Gudang,Fuel,2022,12,19936.9
Pasir Gudang,Fuel,2023,1,18735.59
Pasir Gudang,Fuel,2023,2,21261.59
Pasir Gudang,Fuel,2023,3,21069.34
Pasir Gudang,Fuel,2023,4,16897.44
Pasir Gudang,Fuel,2023,5,17093.87
Pasir Gudang,Fuel,2023,6,21357.77
Pasir Gudang,Fuel,2023,7,16156.59
Pasir Gudang,Fuel,2023,8,18667.98
Pasir Gudang,Fuel,2023,9,18081.31
Pasir Gudang,Fuel,2023,10,18256.85
Pasir Gudang,Fuel,2023,11,17868.98
Pasir Gudang,Fuel,2023,12,17876.8
Pasir Gudang,Fuel,2024,1,17774.98
Pasir Gudang,Fuel,2024,2,17769.2
Pasir Gudang,Fuel,2024,3,19790.8
Pasir Gudang,Fuel,2024,4,19215.03
Pasir Gudang,Fuel,2024,5,17513.59
Pasir Gudang,Fuel,2024,6,20255.29
Pasir Gudang,Fuel,2024,7,19175.68
Pasir Gudang,Fuel,2024,8,19525.35
Pasir Gudang,Fuel,2024,9,20690.34
Pasir Gudang,Fuel,2024,10,18212.36
Pasir Gudang,Fuel,2024,11,17863.82
Pasir Gudang,Fuel,2024,12,19624.22
Pasir Gudang,Fuel,2025,1,17418.29
Pasir Gudang,Fuel,2025,2,17783.74
Pasir Gudang,Fuel,2025,3,20023.28
Alor Setar,Water,2020,1,11922.54
Alor Setar,Water,2020,2,11638.89
Alor Setar,Water,2020,3,12128.76
Alor Setar,Water,2020,4,11112.76
Alor Setar,Water,2020,5,10736.22
Alor Setar,Water,2020,6,11854.76
Alor Setar,Water,2020,7,10884.33
Alor Setar,Water,2020,8,11527.58
Alor Setar,Water,2020,9,11859.34
Alor Setar,Water,2020,10,11150.63
Alor Setar,Water,2020,11,10460.31
Alor Setar,Water,2020,12,11945.87
Alor Setar,Water,2021,1,11359.75
Alor Setar,Water,2021,2,11860.09
Alor Setar,Water,2021,3,11128.41
Alor Setar,Water,2021,4,11256.43
Alor Setar,Water,2021,5,12236.8
Alor Setar,Water,2021,6,12636.23
Alor Setar,Water,2021,7,10555.11
Alor Setar,Water,2021,8,10189.74
Alor Setar,Water,2021,9,11493.64
Alor Setar,Water,2021,10,11675.3
Alor Setar,Water,2021,11,10467.33
Alor Setar,Water,2021,12,12283.75
Alor Setar,Water,2022,1,11452.74
Alor Setar,Water,2022,2,10494.07
Alor Setar,Water,2022,3,11649.99
Alor Setar,Water,2022,4,11282.52
Alor Setar,Water,2022,5,10263.03
Alor Setar,Water,2022,6,12939.12
Alor Setar,Water,2022,7,11683.36
Alor Setar,Water,2022,8,10255.78
Alor Setar,Water,2022,9,12390.83
Alor Setar,Water,2022,10,10959.08
Alor Setar,Water,2022,11,10547.41
Alor Setar,Water,2022,12,11419.04
Alor Setar,Water,2023,1,11652.01
Alor Setar,Water,2023,2,10880.0
Alor Setar,Water,2023,3,12137.25
Alor Setar,Water,2023,4,10267.7
Alor Setar,Water,2023,5,10861.85
Alor Setar,Water,2023,6,12456.17
Alor Setar,Water,2023,7,11161.85
Alor Setar,Water,2023,8,10444.24
Alor Setar,Water,2023,9,11651.34
Alor Setar,Water,2023,10,9952.77
Alor Setar,Water,2023,11,10247.72
Alor Setar,Water,2023,12,12525.08
Alor Setar,Water,2024,1,11857.53
Alor Setar,Water,2024,2,11204.57
Alor Setar,Water,2024,3,12069.37
Alor Setar,Water,2024,4,10325.86
Alor Setar,Water,2024,5,11456.01
Alor Setar,Water,2024,6,11262.32
Alor Setar,Water,2024,7,11031.4
Alor Setar,Water,2024,8,11204.52
Alor Setar,Water,2024,9,11406.01
Alor Setar,Water,2024,10,10950.22
Alor Setar,Water,2024,11,10379.65
Alor Setar,Water,2024,12,12934.0
Alor Setar,Water,2025,1,10532.49
Alor Setar,Water,2025,2,11342.75
Alor Setar,Water,2025,3,12000.17
Alor Setar,Electricity,2020,1,28226.22
Alor Setar,Electricity,2020,2,26012.51
Alor Setar,Electricity,2020,3,29342.23
Alor Setar,Electricity,2020,4,27705.38
Alor Setar,Electricity,2020,5,28480.22
Alor Setar,Electricity,2020,6,29693.41
Alor Setar,Electricity,2020,7,27113.92
Alor Setar,Electricity,2020,8,25605.5
Alor Setar,Electricity,2020,9,31626.89
Alor Setar,Electricity,2020,10,28890.33
Alor Setar,Electricity,2020,11,28937.81
Alor Setar,Electricity,2020,12,30878.02
Alor Setar,Electricity,2021,1,27911.42
Alor Setar,Electricity,2021,2,27521.51
Alor Setar,Electricity,2021,3,27747.25
Alor Setar,Electricity,2021,4,27922.47
Alor Setar,Electricity,2021,5,27357.49
Alor Setar,Electricity,2021,6,25865.13
Alor Setar,Electricity,2021,7,30709.93
Alor Setar,Electricity,2021,8,28698.66
Alor Setar,Electricity,2021,9,29803.25
Alor Setar,Electricity,2021,10,25027.94
Alor Setar,Electricity,2021,11,26174.8
Alor Setar,Electricity,2021,12,29669.13
Alor Setar,Electricity,2022,1,26558.28
Alor Setar,Electricity,2022,2,28307.38
Alor Setar,Electricity,2022,3,31006.42
Alor Setar,Electricity,2022,4,28516.69
Alor Setar,Electricity,2022,5,24439.42
Alor Setar,Electricity,2022,6,31015.76
Alor Setar,Electricity,2022,7,27092.26
Alor Setar,Electricity,2022,8,28018.25
Alor Setar,Electricity,2022,9,31298.69
Alor Setar,Electricity,2022,10,28630.85
Alor Setar,Electricity,2022,11,26058.03
Alor Setar,Electricity,2022,12,32678.88
Alor Setar,Electricity,2023,1,29004.92
Alor Setar,Electricity,2023,2,26809.24
Alor Setar,Electricity,2023,3,31001.78
Alor Setar,Electricity,2023,4,27117.95
Alor Setar,Electricity,2023,5,29424.95
Alor Setar,Electricity,2023,6,30706.54
Alor Setar,Electricity,2023,7,27813.21
Alor Setar,Electricity,2023,8,25554.77
Alor Setar,Electricity,2023,9,29076.71
Alor Setar,Electricity,2023,10,29334.45
Alor Setar,Electricity,2023,11,27495.58
Alor Setar,Electricity,2023,12,30005.2
Alor Setar,Electricity,2024,1,24604.27
Alor Setar,Electricity,2024,2,26760.02
Alor Setar,Electricity,2024,3,31596.39
Alor Setar,Electricity,2024,4,27092.25
Alor Setar,Electricity,2024,5,29031.5
Alor Setar,Electricity,2024,6,28954.32
Alor Setar,Electricity,2024,7,28221.49
Alor Setar,Electricity,2024,8,27212.37
Alor Setar,Electricity,2024,9,29999.15
Alor Setar,Electricity,2024,10,28127.08
Alor Setar,Electricity,2024,11,27165.53
Alor Setar,Electricity,2024,12,29600.07
Alor Setar,Electricity,2025,1,28438.73
Alor Setar,Electricity,2025,2,27015.68
Alor Setar,Electricity,2025,3,28692.18
Alor Setar,Fuel,2020,1,20032.92
Alor Setar,Fuel,2020,2,19774.05
Alor Setar,Fuel,2020,3,21699.97
Alor Setar,Fuel,2020,4,18400.4
Alor Setar,Fuel,2020,5,20339.16
Alor Setar,Fuel,2020,6,21838.27
Alor Setar,Fuel,2020,7,20068.62
Alor Setar,Fuel,2020,8,18866.92
Alor Setar,Fuel,2020,9,22192.75
Alor Setar,Fuel,2020,10,20035.8
Alor Setar,Fuel,2020,11,20525.36
Alor Setar,Fuel,2020,12,22999.34
Alor Setar,Fuel,2021,1,20471.38
Alor Setar,Fuel,2021,2,20758.67
Alor Setar,Fuel,2021,3,22124.34
Alor Setar,Fuel,2021,4,20380.36
Alor Setar,Fuel,2021,5,19324.32
Alor Setar,Fuel,2021,6,20667.7
Alor Setar,Fuel,2021,7,20742.53
Alor Setar,Fuel,2021,8,19355.58
Alor Setar,Fuel,2021,9,22201.99
Alor Setar,Fuel,2021,10,20549.54
Alor Setar,Fuel,2021,11,19085.68
Alor Setar,Fuel,2021,12,21827.61
Alor Setar,Fuel,2022,1,20016.21
Alor Setar,Fuel,2022,2,17402.71
Alor Setar,Fuel,2022,3,20546.83
Alor Setar,Fuel,2022,4,20137.6
Alor Setar,Fuel,2022,5,19763.93
Alor Setar,Fuel,2022,6,20897.0
Alor Setar,Fuel,2022,7,20076.84
Alor Setar,Fuel,2022,8,17601.4
Alor Setar,Fuel,2022,9,21112.11
Alor Setar,Fuel,2022,10,20474.41
Alor Setar,Fuel,2022,11,20355.66
Alor Setar,Fuel,2022,12,22381.15
Alor Setar,Fuel,2023,1,19181.46
Alor Setar,Fuel,2023,2,20523.59
Alor Setar,Fuel,2023,3,21614.62
Alor Setar,Fuel,2023,4,20733.1
Alor Setar,Fuel,2023,5,20022.95
Alor Setar,Fuel,2023,6,19753.12
Alor Setar,Fuel,2023,7,19246.81
Alor Setar,Fuel,2023,8,19383.38
Alor Setar,Fuel,2023,9,21636.15
Alor Setar,Fuel,2023,10,19606.81
Alor Setar,Fuel,2023,11,19384.53
Alor Setar,Fuel,2023,12,21549.11
Alor Setar,Fuel,2024,1,19499.94
Alor Setar,Fuel,2024,2,19290.76
Alor Setar,Fuel,2024,3,21750.51
Alor Setar,Fuel,2024,4,20718.48
Alor Setar,Fuel,2024,5,19678.41
Alor Setar,Fuel,2024,6,20856.3
Alor Setar,Fuel,2024,7,20329.2
Alor Setar,Fuel,2024,8,21897.65
Alor Setar,Fuel,2024,9,21481.11
Alor Setar,Fuel,2024,10,20003.84
Alor Setar,Fuel,2024,11,20156.38
Alor Setar,Fuel,2024,12,23569.41
Alor Setar,Fuel,2025,1,21547.94
Alor Setar,Fuel,2025,2,18670.7
Alor Setar,Fuel,2025,3,19901.18
Sungai Petani,Water,2020,1,9572.66
Sungai Petani,Water,2020,2,8691.63
Sungai Petani,Water,2020,3,10311.97
Sungai Petani,Water,2020,4,9641.15
Sungai Petani,Water,2020,5,9927.91
Sungai Petani,Water,2020,6,9697.05
Sungai Petani,Water,2020,7,8561.76
Sungai Petani,Water,2020,8,9961.79
Sungai Petani,Water,2020,9,10098.46
Sungai Petani,Water,2020,10,9279.96
Sungai Petani,Water,2020,11,9413.11
Sungai Petani,Water,2020,12,9970.69
Sungai Petani,Water,2021,1,8190.29
Sungai Petani,Water,2021,2,8936.48
Sungai Petani,Water,2021,3,10080.62
Sungai Petani,Water,2021,4,8260.48
Sungai Petani,Water,2021,5,9036.08
Sungai Petani,Water,2021,6,10244.02
Sungai Petani,Water,2021,7,8983.78
Sungai Petani,Water,2021,8,8867.81
Sungai Petani,Water,2021,9,10247.47
Sungai Petani,Water,2021,10,9013.11
Sungai Petani,Water,2021,11,9062.81
Sungai Petani,Water,2021,12,9672.48
Sungai Petani,Water,2022,1,9643.22
Sungai Petani,Water,2022,2,9195.88
Sungai Petani,Water,2022,3,10427.94
Sungai Petani,Water,2022,4,9675.35
Sungai Petani,Water,2022,5,8873.08
Sungai Petani,Water,2022,6,10324.09
Sungai Petani,Water,2022,7,8977.96
Sungai Petani,Water,2022,8,9018.33
Sungai Petani,Water,2022,9,9987.15
Sungai Petani,Water,2022,10,8878.79
Sungai Petani,Water,2022,11,8616.1
Sungai Petani,Water,2022,12,10002.93
Sungai Petani,Water,2023,1,9457.73
Sungai Petani,Water,2023,2,9091.57
Sungai Petani,Water,2023,3,10348.87
Sungai Petani,Water,2023,4,8757.07
Sungai Petani,Water,2023,5,9366.9
Sungai Petani,Water,2023,6,9235.96
Sungai Petani,Water,2023,7,8798.9
Sungai Petani,Water,2023,8,8664.32
Sungai Petani,Water,2023,9,9325.0
Sungai Petani,Water,2023,10,9323.84
Sungai Petani,Water,2023,11,9352.84
Sungai Petani,Water,2023,12,10200.16
Sungai Petani,Water,2024,1,8887.21
Sungai Petani,Water,2024,2,9212.93
Sungai Petani,Water,2024,3,9396.58
Sungai Petani,Water,2024,4,8687.76
Sungai Petani,Water,2024,5,8948.18
Sungai Petani,Water,2024,6,9696.97
Sungai Petani,Water,2024,7,9709.69
Sungai Petani,Water,2024,8,9613.78
Sungai Petani,Water,2024,9,9240.85
Sungai Petani,Water,2024,10,8279.81
Sungai Petani,Water,2024,11,8137.73
Sungai Petani,Water,2024,12,9868.08
Sungai Petani,Water,2025,1,9539.04
Sungai Petani,Water,2025,2,8357.5
Sungai Petani,Water,2025,3,10244.09
Sungai Petani,Electricity,2020,1,22707.03
Sungai Petani,Electricity,2020,2,21490.61
Sungai Petani,Electricity,2020,3,26738.12
Sungai Petani,Electricity,2020,4,21523.61
Sungai Petani,Electricity,2020,5,22652.32
Sungai Petani,Electricity,2020,6,22990.53
Sungai Petani,Electricity,2020,7,21862.73
Sungai Petani,Electricity,2020,8,21439.68
Sungai Petani,Electricity,2020,9,24780.9
Sungai Petani,Electricity,2020,10,22685.95
Sungai Petani,Electricity,2020,11,24165.06
Sungai Petani,Electricity,2020,12,24998.91
Sungai Petani,Electricity,2021,1,22817.85
Sungai Petani,Electricity,2021,2,22086.1
Sungai Petani,Electricity,2021,3,24556.32
Sungai Petani,Electricity,2021,4,21542.51
Sungai Petani,Electricity,2021,5,21290.54
Sungai Petani,Electricity,2021,6,26427.89
Sungai Petani,Electricity,2021,7,21554.17
Sungai Petani,Electricity,2021,8,22394.59
Sungai Petani,Electricity,2021,9,26143.24
Sungai Petani,Electricity,2021,10,23328.86
Sungai Petani,Electricity,2021,11,24437.79
Sungai Petani,Electricity,2021,12,25550.89
Sungai Petani,Electricity,2022,1,21868.45
Sungai Petani,Electricity,2022,2,23951.19
Sungai Petani,Electricity,2022,3,24371.09
Sungai Petani,Electricity,2022,4,25188.24
Sungai Petani,Electricity,2022,5,21391.56
Sungai Petani,Electricity,2022,6,26326.33
Sungai Petani,Electricity,2022,7,23069.86
Sungai Petani,Electricity,2022,8,23484.18
Sungai Petani,Electricity,2022,9,26517.38
Sungai Petani,Electricity,2022,10,23306.43
Sungai Petani,Electricity,2022,11,22901.83
Sungai Petani,Electricity,2022,12,25691.0
Sungai Petani,Electricity,2023,1,21278.73
Sungai Petani,Electricity,2023,2,23618.07
Sungai Petani,Electricity,2023,3,26036.59
Sungai Petani,Electricity,2023,4,20916.2
Sungai Petani,Electricity,2023,5,25471.3
Sungai Petani,Electricity,2023,6,23916.12
Sungai Petani,Electricity,2023,7,22347.22
Sungai Petani,Electricity,2023,8,22371.35
Sungai Petani,Electricity,2023,9,23745.5
Sungai Petani,Electricity,2023,10,22255.87
Sungai Petani,Electricity,2023,11,22869.77
Sungai Petani,Electricity,2023,12,25647.82
Sungai Petani,Electricity,2024,1,21102.69
Sungai Petani,Electricity,2024,2,21510.79
Sungai Petani,Electricity,2024,3,24608.25
Sungai Petani,Electricity,2024,4,24122.08
Sungai Petani,Electricity,2024,5,21436.62
Sungai Petani,Electricity,2024,6,23951.25
Sungai Petani,Electricity,2024,7,23642.72
Sungai Petani,Electricity,2024,8,22219.48
Sungai Petani,Electricity,2024,9,25472.29
Sungai Petani,Electricity,2024,10,22533.01
Sungai Petani,Electricity,2024,11,21782.28
Sungai Petani,Electricity,2024,12,26308.64
Sungai Petani,Electricity,2025,1,22718.66
Sungai Petani,Electricity,2025,2,22610.63
Sungai Petani,Electricity,2025,3,26300.85
Sungai Petani,Fuel,2020,1,15472.91
Sungai Petani,Fuel,2020,2,19409.43
Sungai Petani,Fuel,2020,3,16462.32
Sungai Petani,Fuel,2020,4,15283.03
Sungai Petani,Fuel,2020,5,17368.16
Sungai Petani,Fuel,2020,6,17269.18
Sungai Petani,Fuel,2020,7,15981.82
Sungai Petani,Fuel,2020,8,16360.27
Sungai Petani,Fuel,2020,9,17133.84
Sungai Petani,Fuel,2020,10,17864.5
Sungai Petani,Fuel,2020,11,15499.07
Sungai Petani,Fuel,2020,12,19720.19
Sungai Petani,Fuel,2021,1,15465.8
Sungai Petani,Fuel,2021,2,14978.13
Sungai Petani,Fuel,2021,3,19784.88
Sungai Petani,Fuel,2021,4,16548.4
Sungai Petani,Fuel,2021,5,15486.56
Sungai Petani,Fuel,2021,6,16014.28
Sungai Petani,Fuel,2021,7,16914.75
Sungai Petani,Fuel,2021,8,16312.36
Sungai Petani,Fuel,2021,9,18748.24
Sungai Petani,Fuel,2021,10,16219.46
Sungai Petani,Fuel,2021,11,16959.15
Sungai Petani,Fuel,2021,12,17571.23
Sungai Petani,Fuel,2022,1,17840.63
Sungai Petani,Fuel,2022,2,15928.92
Sungai Petani,Fuel,2022,3,17126.37
Sungai Petani,Fuel,2022,4,16406.14
Sungai Petani,Fuel,2022,5,14484.93
Sungai Petani,Fuel,2022,6,16808.74
Sungai Petani,Fuel,2022,7,15491.91
Sungai Petani,Fuel,2022,8,14908.87
Sungai Petani,Fuel,2022,9,17833.44
Sungai Petani,Fuel,2022,10,15733.95
Sungai Petani,Fuel,2022,11,16167.55
Sungai Petani,Fuel,2022,12,18787.49
Sungai Petani,Fuel,2023,1,16756.88
Sungai Petani,Fuel,2023,2,16774.94
Sungai Petani,Fuel,2023,3,16771.86
Sungai Petani,Fuel,2023,4,15780.32
Sungai Petani,Fuel,2023,5,16077.51
Sungai Petani,Fuel,2023,6,17885.81
Sungai Petani,Fuel,2023,7,16291.5
Sungai Petani,Fuel,2023,8,16613.15
Sungai Petani,Fuel,2023,9,18300.69
Sungai Petani,Fuel,2023,10,16466.5
Sungai Petani,Fuel,2023,11,16113.04
Sungai Petani,Fuel,2023,12,18621.18
Sungai Petani,Fuel,2024,1,15630.88
